,flop,board_type,0b,1b,2b,profit,flop,max_profit
249,"[13, 12, 9]",two-tone,16,11,8,1.85422456213746,"[13, 12, 9]",1.85422456213746
250,"[13, 12, 8]",two-tone,15,10,7,1.3897745153142858,"[13, 12, 8]",1.3897745153142858
251,"[13, 12, 7]",two-tone,15,10,7,1.3692803561094469,"[13, 12, 7]",1.3692803561094469
252,"[13, 12, 6]",two-tone,16,11,8,1.3283383283644152,"[13, 12, 6]",1.3283383283644152
253,"[13, 12, 5]",two-tone,16,11,8,1.3594239911457628,"[13, 12, 5]",1.3594239911457628
254,"[13, 12, 4]",two-tone,16,11,8,1.2980055359893758,"[13, 12, 4]",1.2980055359893758
255,"[13, 12, 3]",two-tone,16,11,8,1.3318269873015876,"[13, 12, 3]",1.3318269873015876
256,"[13, 12, 2]",two-tone,16,11,8,1.3374586904761907,"[13, 12, 2]",1.3374586904761907
257,"[13, 12, 12]",two-tone,16,11,8,1.994977145034156,"[13, 12, 12]",1.994977145034156
258,"[13, 12, 11]",two-tone,16,11,8,2.141016978853565,"[13, 12, 11]",2.141016978853565
259,"[13, 12, 10]",two-tone,16,11,8,2.921026351743545,"[13, 12, 10]",2.921026351743545
260,"[13, 11, 9]",two-tone,16,11,8,1.7741657573397576,"[13, 11, 9]",1.7741657573397576
261,"[13, 11, 8]",two-tone,16,11,8,1.3099417529591553,"[13, 11, 8]",1.3099417529591553
262,"[13, 11, 7]",two-tone,16,11,8,1.2883758914842518,"[13, 11, 7]",1.2883758914842518
